word,score,globalContribution,positionalContribution
blanc,3.6983817850327787,2.354303102316133,1.3440786827166455
treck,3.698353584643201,2.330017486250039,1.3683360983931618
amrit,3.6983382118152517,2.472207611341495,1.2261306004737569
redan,3.6983129779039694,2.4922063288847114,1.206106649019258
wares,3.69827422656647,2.3851558635492904,1.3131183630171797
trods,3.6982297422126242,2.4975031830167223,1.200726559195902
lowne,3.6981881469588043,2.3412587632411377,1.3569293837176666
giron,3.6981155834428905,2.437475245290678,1.2606403381522124
thali,3.698095244290486,2.502429671050497,1.1956655732399888
hamel,3.6979754663222586,2.3684382969748703,1.3295371693473885
guard,3.6979428684111273,2.327138361416688,1.3708045069944395
halon,3.697927545033534,2.4819373822463864,1.2159901627871472
burin,3.6978635448792745,2.358777988936743,1.3390855559425314
praus,3.6978373118242853,2.4407838880292076,1.2570534237950777
narod,3.697832228939892,2.4938018992688384,1.2040303296710537
liens,3.6978163183029595,2.5460172778526857,1.1517990404502738
biles,3.6976663844067157,2.412785777874398,1.2848806065323175
agley,3.6974738716793945,2.3877666604371957,1.3097072112421988
decoy,3.6973580310282257,2.361484769812072,1.335873261216154
perns,3.6973002785973765,2.458318983701029,1.2389812948963477
abnet,3.696972088426728,2.4153829555631923,1.2815891328635358
pelsh,3.6969224644070215,2.3766375285226413,1.3202849358843802
mathe,3.696801689147933,2.3715021356417916,1.3252995535061414
liang,3.6967971238822877,2.4324156828926817,1.2643814409896057
looey,3.696746981883276,1.9943262135781679,1.702420768305108
dogly,3.6967193053843594,2.282611311607435,1.414107993776924
trunk,3.6964511007317,2.3096391011946724,1.3868119995370276
drink,3.696428029705444,2.26713129409302,1.4292967356124238
louns,3.696353007083983,2.495679814750666,1.200673192333317
alces,3.6961913158610473,2.5274712875741243,1.1687200282869228
cornu,3.6961755646841605,2.4620504108683767,1.2341251538157838
lunes,3.6961328355078424,2.4940842443665394,1.202048591141303
avine,3.6961191209616415,2.307477801385357,1.3886413195762843
brief,3.6959432933284866,2.2320873690875196,1.463855924240967
payor,3.695899040791385,2.4336521070700226,1.2622469337213627
raids,3.695843589311127,2.5056816480150577,1.1901619412960696
busty,3.6958056564096853,2.2928061944503293,1.402999461959356
almeh,3.6957394952951352,2.3684382969748707,1.3273011983202645
frena,3.6956576628583866,2.380863570461652,1.3147940923967345
regal,3.695635725019367,2.4729844400673375,1.2226512849520295
augen,3.695621033303766,2.3828479085473253,1.3127731247564405
dolia,3.6955952171152764,2.498718528764856,1.1968766883504203
snowy,3.695565196431266,2.264599673245324,1.430965523185942
lovie,3.695433262670524,2.317624777382207,1.377808485288317
niger,3.6954258821543977,2.435879674906551,1.2595462072478467
boyar,3.695286065072249,2.3832022717473746,1.3120837933248743
laigh,3.6952686277388387,2.367206877880383,1.3280617498584557
arene,3.695254024299725,2.06939701721146,1.625857007088265
foils,3.695179364840884,2.366453151657817,1.3287262131830673
tarte,3.6950590203419313,2.0940209196433237,1.6010381006986076
blits,3.694988383049932,2.413484357400529,1.281504025649403
panch,3.694869191773084,2.317984068861541,1.3768851229115429
steam,3.694831238995768,2.4527223030280623,1.2421089359677053
mesal,3.6947652513226372,2.449658464361141,1.2451067869614962
corda,3.694739434019758,2.4597112075944323,1.2350282264253256
mined,3.69467828459183,2.3267253986704466,1.3679528859213834
skied,3.694636731633418,2.269035265441694,1.4256014661917236
rapin,3.694609458034066,2.476705559141382,1.217903898892684
peris,3.694576448466238,2.4797082633631353,1.2148681851031027
bilge,3.6945747498194983,2.286175524762175,1.4083992250573232
sonsy,3.6944399774793055,1.964852189281466,1.7295877881978394
chins,3.6944121040223306,2.4012323944953073,1.2931797095270232
strag,3.6942990838117495,2.4681343182024986,1.2261647656092507
spank,3.6942732836579606,2.247689917432103,1.4465833662258576
riced,3.694167200146547,2.4425709358144614,1.2515962643320857
chela,3.694117073710319,2.446251120187854,1.2478659535224648
duars,3.6940482737245697,2.4537486145289114,1.2402996591956583
plank,3.694009774829607,2.2532386188230724,1.4407711560065346
funsy,3.693726220157494,2.2202540954177588,1.473472124739735
louis,3.6936291769528444,2.5170690944127725,1.176560082540072
flora,3.693593962424049,2.40401920461072,1.2895747578133288
foins,3.6935644438466113,2.344893087892875,1.3486713559537362
orang,3.693516114506661,2.453019946686523,1.2404961678201383
urena,3.6934528294673434,2.531479513216607,1.1619733162507366
tices,3.69343592607113,2.5149904248452013,1.1784455012259285
gryce,3.6934117223960152,2.333214637870927,1.3601970845250881
dites,3.693352531850021,2.4792641783636715,1.2140883534863491
suete,3.6932709070187837,2.004521833204274,1.6887490738145097
torus,3.6930543344705056,2.5367763673486174,1.1562779671218881
lunge,3.693041200920625,2.367473991254316,1.325567209666309
heils,3.6930270694985707,2.4808084728403874,1.2122185966581833
nigre,3.6926722317718452,2.435879674906551,1.2567925568652942
hosed,3.6925830484372737,2.393563084547262,1.2990199638900117
reine,3.6924666566330036,2.053852315815616,1.6386143408173877
serow,3.6922534170197046,2.373742775781198,1.3185106412385066
birth,3.6922393092579386,2.3487368401803472,1.3435024690775914
garis,3.6919560235940865,2.464899695432742,1.2270563281613445
palmy,3.6919304201313548,2.279755048726686,1.4121753714046685
mured,3.6919138926582478,2.3128250791153304,1.3790888135429173
belah,3.691909207807977,2.3471103118839727,1.344798895924004
erupt,3.691636579768026,2.43638776993488,1.2552488098331458
afret,3.6916203913377257,2.4054874728935145,1.2861329184442112
aides,3.6916070601458353,2.4915742569897597,1.2000328031560754
prism,3.691564146183108,2.3438794255700137,1.3476847206130942
cundy,3.691543628219508,2.2814947997924406,1.4100488284270676
begat,3.6914966398905746,2.304784064824941,1.3867125750656335
glias,3.6913299336523133,2.4484270452666537,1.2429028883856597
ainee,3.691239789173543,2.0527535829425365,1.6384862062310064
ioras,3.6908386422321353,2.6010194794608523,1.0898191627712828
untie,3.690827794941331,2.5025260003215952,1.188301794619736
clerk,3.690703302122371,2.326953647583118,1.3637496545392533
build,3.6904641597253045,2.2724884006147184,1.4179757591105862
glike,3.6904629787026444,2.2338020142503483,1.456660964452296
geits,3.6899431732020567,2.438482225781356,1.2514609474207006
toaze,3.6898374407592653,2.172940188048412,1.5168972527108533
lindy,3.68979202999167,2.3890785887179344,1.300713441273736
parcs,3.6897759423136613,2.437236950178842,1.2525389921348196
dusty,3.6896950089755105,2.3562207562726813,1.3334742527028292
flosh,3.68965369599987,2.279855066983412,1.4097986290164577
pauls,3.689442179502471,2.424311237863119,1.2651309416393524
rents,3.6894044086766993,2.565724550788531,1.1236798578881684
rages,3.6891779753190006,2.4674357386763677,1.221742236642633
tabes,3.689121001671106,2.4313943179371647,1.2577266837339416
bourd,3.6890831264028323,2.2930926644085594,1.395990461994273
urali,3.6890166514289624,2.550503533737923,1.1385131176910392
ghaut,3.689012980875284,2.318337683061158,1.3706752978141261
tomes,3.688982829992383,2.44130921525997,1.2476736147324132
taint,3.6889493267837765,2.0534521624686675,1.635497164315109
snarf,3.6887998644905435,2.3729496099298912,1.3158502545606523
harem,3.6884680495767714,2.384910947140959,1.3035571024358126
puled,3.6884348295680187,2.325474279180993,1.3629605503870257
flake,3.6883798338293987,2.1787859098054483,1.5095939240239504
coact,3.6883410679086914,2.023493084422014,1.6648479834866774
blume,3.6883141886697315,2.2329378671268905,1.455376321542841
borts,3.6882380337451046,2.43408862119437,1.2541494125507344
boets,3.688191833851142,2.419981230169072,1.26821060368207
moaky,3.6881736206892826,2.180892532417128,1.5072810882721543
pongy,3.6881253947833885,2.24808652134279,1.4400388734405984
tides,3.6881241966232237,2.4792641783636715,1.2088600182595524
duals,3.6881143908835745,2.4372759643628226,1.250838426520752
supra,3.6881084372780366,2.4407838880292076,1.2473245492488287
kiley,3.6879156925513232,2.297215839289488,1.3906998532618353
feats,3.687860028328811,2.3834661213364563,1.3043939069923547
intel,3.6877221746030417,2.554629817910577,1.1330923566924649
march,3.687655857690083,2.326894932560821,1.3607609251292623
harpy,3.6872963849989446,2.3429224087678655,1.344373976231079
lutes,3.687237233212091,2.5187081467984025,1.1685290864136888
acred,3.686995136012299,2.4581156372103052,1.2288794988019935
pavie,3.68690751409474,2.224696136729718,1.4622113773650218
duper,3.686837801599542,2.341946929347081,1.3448908722524608
chave,3.6868184884584227,2.1867890250365467,1.500029463421876
churn,3.686817320422511,2.3713207125662192,1.3154966078562917
resid,3.686635735320592,2.4926729898628386,1.1939627454577533
gandy,3.6866093655199728,2.272464335610586,1.414145029909387
duans,3.6864994698893017,2.4157159005978808,1.270783569291421
crunk,3.6864218311188792,2.2509245070884036,1.4354973240304756
picot,3.6863861220105747,2.417792968199717,1.2685931538108577
setup,3.6863717040630526,2.4143664183778215,1.2720052856852313
ablet,3.6862796912534974,2.436943019328134,1.2493366719253634
styed,3.686159547580739,2.4106898330024533,1.2754697145782856
fones,3.686029356107004,2.3474291311365008,1.3386002249705031
patch,3.6859735894773324,2.342607971293404,1.3433656181839286
astir,3.6859206556117967,2.6001224886028567,1.08579816700894
swath,3.685819242913552,2.282612924132092,1.40320631878146
pring,3.6857644575816737,2.32917268734518,1.3565917702364934
alkie,3.685563046727123,2.3813348860465506,1.3042281606805726
holme,3.6853978729079473,2.3570252092067783,1.328372663701169
antes,3.6853657287284136,2.5646258179154517,1.120739910812962
frons,3.6851617310143348,2.361536522161799,1.3236252088525355
piton,3.684968870989641,2.4518836598741225,1.2330852111155182
fires,3.684937382160416,2.381330231439779,1.303607150720637
yaird,3.6848818038340925,2.4424852199419744,1.242396583892118
marls,3.6848303304789987,2.463765855386439,1.2210644750925597
croup,3.6847966693554692,2.3792687462127375,1.3055279231427315
scrod,3.6847144888135857,2.4387885889104535,1.2459258999031322
derpy,3.684702123921783,2.3253056174720097,1.3593965064497735
yodle,3.6846320575769744,2.417135525251419,1.2674965323255556
stipa,3.6846285677863615,2.479308110016187,1.2053204577701746
bield,3.684612554780815,2.326957477344491,1.3576550774363239
goras,3.6845795843474853,2.4690313090604943,1.2155482752869908
conky,3.6845778781237413,2.2217713745721603,1.462806503551581
final,3.6845235968311325,2.3618548770519374,1.3226687197791949
nerdy,3.684292083311554,2.4080872821276484,1.2762048011839053
sward,3.6841725711713855,2.2914136024876224,1.3927589686837631
gaudy,3.684007880460445,2.241920581786546,1.4420872986738988
sewan,3.6839772980007135,2.3471231496182603,1.3368541483824534
layed,3.6839198988863524,2.428548613019511,1.2553712858668415
rifle,3.683878626188078,2.386878932830749,1.296999693357329
craze,3.6838113414645033,2.1267374145833147,1.5570739268811886
boree,3.683765193961801,1.9247524294650806,1.7590127644967204
haply,3.683547050509196,2.326449758601777,1.3570972919074187
flamy,3.6834197098416936,2.1813770168033297,1.5020426930383637
pilon,3.683172076112161,2.448819821207201,1.23435225490496
parti,3.682809040754355,2.501329461573245,1.1814795791811097
naris,3.682767206356018,2.5754985861709936,1.1072686201850246
blots,3.6825824998995955,2.4176159710282814,1.2649665288713143
renos,3.6822820518052,2.566621541646527,1.1156605101586732
blend,3.682270160053848,2.3055681976823843,1.3767019623714636
reads,3.6821957642782825,2.5082176912586838,1.1739780730195986
buteo,3.682132705592198,2.37342611397106,1.3087065916211384
dorts,3.6821273863109294,2.497503183016722,1.1846242032942076
chons,3.6820062208719944,2.4053640081230596,1.2766422127489347
nuder,3.681910819737853,2.42472859400272,1.2571822257351328
towsy,3.681907938350746,2.2892235756771875,1.3926843626735583
fural,3.68175920489755,2.3479545574968212,1.3338046474007288
proud,3.6816705500815043,2.3435424997312078,1.3381280503502964
bound,3.6815343225675643,2.255059950477529,1.4264743720900355
onlay,3.6815177059952475,2.499961121559574,1.1815565844356737
brack,3.681366515823059,2.185170741992107,1.496195773830952
seame,3.6813005469021296,1.9354721507670125,1.745828396135117
tomin,3.681251985225293,2.422761809642372,1.2584901755829208
morgy,3.680912060700388,2.2569973850420704,1.4239146756583176
serir,3.6808591657122456,2.069863678189588,1.610995487522658
franc,3.680783003610589,2.3228475558815136,1.3579354477290755
trigs,3.6806023863197437,2.4525896168066543,1.2280127695130896
rhyne,3.6804642105240646,2.412695415271286,1.2677687952527787
cleik,3.6804306681559646,2.3103102133141937,1.370120454841771
facty,3.680298100884719,2.2622536786832343,1.4180444222014843
grove,3.679651260323672,2.2021092571479377,1.4775420031757345
scaud,3.679619877696382,2.3816252089234755,1.2979946687729065
fiars,3.679501913672796,2.394338889591998,1.285163024080798
doyen,3.6794573168022175,2.395575461486477,1.2838818553157407
wurst,3.6790389673915476,2.3183767081934303,1.360662259198117
altos,3.6789671960569015,2.58778145206452,1.0911857439923816
comes,3.6789535603795622,2.382594621153701,1.296358939225861
resto,3.6788957098113277,2.59124544407839,1.0876502657329379
gormy,3.6787525054101113,2.2569973850420704,1.4217551203680407
decor,3.678750777391193,2.4467025494422137,1.2320482279489797
simul,3.67854779557186,2.3796446862355243,1.2989031093363355
pleas,3.6784628266167423,2.4787803145928913,1.199682512023851
lamed,3.678278753615175,2.363830163831233,1.3144485897839417
goura,3.67821179602078,2.4224761928624825,1.2557356031582974
rames,3.6781939642586092,2.4661311145272293,1.21206284973138
duple,3.6781502683759943,2.3254742791809924,1.352675989195002
cides,3.678094927010403,2.4205495842574027,1.2575453427530001
rowel,3.677965992391428,2.3792914771721683,1.29867451521926
scorp,3.6776905343758424,2.4258238624107493,1.2518666719650933
recut,3.677686347100115,2.485078742916113,1.1926076041840017
doree,3.677654546527626,1.9881669912874322,1.6894875552401936
harls,3.677585737484811,2.51046056526153,1.167125172223281
baurs,3.6775629865936423,2.3903340527065597,1.2872289338870826
teams,3.6774488134900363,2.4527223030280623,1.2247265104619738
credo,3.677424277113652,2.446702549442213,1.2307217276714386
frits,3.677389601627743,2.38202881096591,1.295360790661833
clous,3.677369531012176,2.4615891230762603,1.2157804079359158
mahoe,3.6772884610730876,2.3723991264997872,1.3048893345733004
perts,3.677122266060448,2.482942886132892,1.1941793799275564
mirah,3.67711641561982,2.3823749038973334,1.294741511722487
mayst,3.6770821615877556,2.3816119144232184,1.2954702471645372
roche,3.677064784946428,2.4513106825858504,1.2257541023605776
palis,3.6770125162633573,2.4762442713492656,1.2007682449140917
pouke,3.67686003418079,2.213647036371731,1.4632129978090593
towny,3.6766866048272915,2.273212213303215,1.4034743915240764
awner,3.6765931988744063,2.3691445011753185,1.3074486976990876
sulci,3.676471991794566,2.457457509448508,1.2190144823460578
blank,3.676196699079783,2.2027887835004245,1.4734079155793585
louts,3.676174994547055,2.520303717182529,1.1558712773645257
harns,3.6759708164905383,2.4889005014965884,1.1870703149939499
girsh,3.675781040709541,2.362756909362493,1.3130241313470479
tansu,3.675625789356305,2.5101567411856798,1.1654690481706251
masut,3.675383279408792,2.3982532262982903,1.2771300531105017
viner,3.675295822294058,2.308576534258437,1.3667192880356207
drack,3.6752558683888843,2.248585303814459,1.426670564574425
fisty,3.6751486489237366,2.2968110313357677,1.378337617587969
argon,3.675145490849066,2.4530199466865223,1.2221255441625434
mandy,3.675144921279474,2.271159711461448,1.403985209818026
arete,3.675076011762797,2.0940209196433233,1.581055092119474
yrneh,3.675053148639666,2.412695415271286,1.26235773336838
telic,3.6748894306873146,2.520539126236171,1.1543503044511436
lodes,3.6746709107955713,2.4803319533245025,1.1943389574710688
buyer,3.6744432557623483,2.314128966481257,1.360314289281091
loped,3.674303670105749,2.3815389262948914,1.2927647438108578
clads,3.6742643776903026,2.4337290265124567,1.2405353511778459
chits,3.6742340914854026,2.4258562969271704,1.248377794558232
pahit,3.6742208313541846,2.398087942629916,1.2761328887242687
ropes,3.6742188807491836,2.4838398769908876,1.190379003758296
cowry,3.6742061390497387,2.252530333127977,1.4216758059217616
strim,3.674132456084359,2.451284992657516,1.222847463426843
vitae,3.6741189184547185,2.3321017038172203,1.3420172146374985
balmy,3.6741173443815303,2.2293052134040376,1.4448121309774924
rogan,3.6740706913053094,2.4530199466865223,1.221050744618787
goers,3.6740610356145575,2.4560226509082757,1.218038384706282
waned,3.6739939879115293,2.261294849088352,1.4126991388231773
corer,3.6739799839327185,2.0238932377689625,1.6500867461637563
manso,3.673870661249765,2.429693970980326,1.2441766902694391
whist,3.673836954989118,2.2670682227362478,1.4067687322528704
bowet,3.6738269072626357,2.2110911019297714,1.462735805332864
wrapt,3.673686569844636,2.2870614160458103,1.3866251537988257
baric,3.673626587195177,2.3921650321443284,1.2814615550508486
pumie,3.6735889018920362,2.2832169183467035,1.3903719835453328
daube,3.673584588443516,2.290398361151354,1.3831862272921622
strig,3.673554101006378,2.4525896168066543,1.2209644841997238
derns,3.673376555413377,2.471283710200732,1.2020928452126447
prong,3.673358574431337,2.3333043009729324,1.3400542734584047
elsin,3.6732618268657005,2.5460172778526857,1.1272445490130147
enrol,3.673185235862489,2.5721702430374966,1.1010149928249922
pelta,3.6731359144590052,2.4873928546507824,1.1857430598082228
moras,3.6731151401069857,2.467726684911356,1.20538845519563
sprod,3.6730925751175603,2.3900976159292195,1.2829949591883407
stoma,3.673091189864478,2.454317873412189,1.218773316452289
loose,3.6730586075518774,2.0575226416512513,1.615535965900626
unset,3.6726818164265733,2.4971480830334607,1.1755337333931126
tragi,3.672641335980805,2.473512235490633,1.1991291004901719
pedal,3.6726029119201535,2.392952014062984,1.2796508978571697
graft,3.6725216143301553,2.2709632592495312,1.401558355080624
wager,3.672465958471667,2.258545610437067,1.4139203480345999
buats,3.672432104786549,2.3769252412073922,1.2955068635791567
sheng,3.672325039981554,2.327260238675088,1.3450648013064657
strew,3.6718740545863024,2.3728457849232023,1.2990282696631001
leuch,3.6718646118548595,2.378773385305863,1.2930912265489962
power,3.6718434305488676,2.2749497487515873,1.3968936817972806
begar,3.6717000874269816,2.318192876324108,1.3535072111028736
lifey,3.67161664054406,2.301661153200607,1.3699554873434525
relos,3.671589654631969,2.5881816054114686,1.0834080492205005
lodge,3.6715792762083534,2.353721700212279,1.3178575759960744
loads,3.6715678352081653,2.4933406114767216,1.1782272237314437
cargo,3.6715554896983114,2.4189292550121166,1.2526262346861947
parky,3.6715361393865376,2.22252620329005,1.4490099360964879
kraut,3.671462843045629,2.3465730822526236,1.324889760793005
paces,3.6714568916676935,2.4231295591535438,1.2483273325141495
daurs,3.671452339159467,2.4537486145289114,1.2177037246305558
verst,3.671442129548709,2.327822519402165,1.3436196101465439
bendy,3.6714167146423,2.2368230682183308,1.434593646423969
cabin,3.6713608872911947,2.354132318213298,1.3172285690778969
yeard,3.671233978801247,2.4450212631856,1.226212715615647
flans,3.6712256361048343,2.3564769597638024,1.3147486763410319
erick,3.6711898567780494,2.3267828634802825,1.344406993297767
kiter,3.6711052337917707,2.385497457586551,1.2856077762052196
bugle,3.6710985883280136,2.2342424912760284,1.4368560970519852
tuism,3.6709752398707725,2.3827085249024456,1.2882667149683267
pogue,3.6707076915164905,2.288653156123594,1.3820545353928964
tophe,3.670654540733283,2.38921089810545,1.2814436426278333
globe,3.6705839509470612,2.290307138389928,1.3802768125571334
gonia,3.6705406471139015,2.4363765124175987,1.2341641346963028
grens,3.6705154020973487,2.4305017576184165,1.2400136444789323
ramin,3.670463119491519,2.4475837089096317,1.2228794105818874
troat,3.67044634457376,2.0956164900274503,1.5748298545463095
narco,3.6702721534746763,2.5295281457503678,1.1407440077243087
pants,3.6702507310307984,2.4579188303540804,1.212331900676718
trist,3.6700524085733166,2.070562257715719,1.599490150857598
forth,3.669909883784996,2.3049402572073916,1.3649696265776046
weald,3.6694961716125647,2.282854912853294,1.386641258759271
abuse,3.669492930209241,2.3762266616812613,1.2932662685279799
yrapt,3.6694904941923228,2.4327551162120273,1.2367353779802954
frati,3.6694285512888043,2.402951429649889,1.2664771216389155
limen,3.6693732908801047,2.4181024005913243,1.2512708902887804
slaes,3.6691177367909784,2.068935729419344,1.6001820073716346
powre,3.669089780166315,2.274949748751587,1.394140031414728
ulans,3.6690208027137916,2.507092902518758,1.1619279001950336
nudie,3.6688845353888944,2.408085159733796,1.2607993756550981
thrid,3.668867507864964,2.4121514020026993,1.2567161058622645
citee,3.6688320537423595,2.0063528126420427,1.6624792411003169
fusel,3.668830144360862,2.312924547787544,1.3559055965733182
shawl,3.6688127035023754,2.279549085465171,1.389263618037204
piers,3.668717951510471,2.4797082633631353,1.1890096881473355
bunde,3.66861419358626,2.2534643800934027,1.4151498134928575
tokay,3.6685978117834117,2.3174199497363803,1.3511778620470314
goaft,3.668518444012096,2.25845143860836,1.4100670054037363
dicty,3.6683954568715142,2.35805173571045,1.310343721161064
taken,3.668393879362496,2.3630094450513655,1.3053844343111307
yager,3.6682698828193536,2.404239310603284,1.2640305722160696
plush,3.66820097175982,2.3221684517928693,1.3460325199669507
trogs,3.6681965031694075,2.4567212304344066,1.211475272735001
cadgy,3.668169886515993,2.23837364393618,1.4297962425798125
batch,3.668160513727508,2.2921581359707557,1.3760023777567525
goels,3.6681271527735624,2.439550000742187,1.2285771520313755
lurid,3.668094057477261,2.443752614524036,1.2243414429532253
slurb,3.668024248590302,2.37496013541355,1.2930641131767522
shrew,3.667967363324302,2.2830130774790405,1.3849542858452615
smoke,3.6679568799645716,2.2310803023379924,1.4368765776265793
bring,3.6679513818318483,2.2787228520225318,1.3892285298093168
handy,3.667900328285286,2.3178544213365386,1.3500459069487474
kaury,3.6678122947382494,2.2747641141216492,1.3930481806166002
plaud,3.6677344551720035,2.338482937333211,1.3292515178387925
roids,3.6677221672591545,2.4942685602469656,1.173453607012189
orbat,3.6676236844306778,2.4550112398783495,1.2126124445523283
daric,3.6675159397610018,2.45557959396668,1.2119363457943217
rawly,3.66751266008779,2.319594176335416,1.347918483752374
ptish,3.667470217478031,2.3771653239459374,1.2903048935320935
roams,3.6674673691387705,2.4677266849113564,1.199740684227414
whiny,3.6674263226391037,2.1792478922313014,1.4881784304078025
lenis,3.6673018185778914,2.5460172778526857,1.1212845407252057
pours,3.667254640291494,2.4293708002611156,1.2378838400303782
peare,3.6672139577895253,1.9866153525558212,1.6805986052337039
aimed,3.6670934809134663,2.3636593797283982,1.303434101185068
trims,3.666978386788968,2.451284992657516,1.2156933941314518
torte,3.666937598289959,2.0826078318752312,1.5843297664147276
abler,3.6664831387899053,2.4503518308273016,1.2161313079626035
colby,3.6664123363452634,2.2957049488489294,1.370707387496334
sanko,3.666411376839136,2.355992475377601,1.310418901461535
mopsy,3.6662766339805914,2.2627932595676237,1.4034833744129676
trips,3.666109881560515,2.4804068428892663,1.1857030386712488
yores,3.6659567288621844,2.519436475947415,1.1465202529147691
horas,3.6658705471127986,2.514421394786447,1.1514491523263515
flota,3.665867146051853,2.3906103931115528,1.2752567529403
sheet,3.6658543163344826,1.9698567820160156,1.6959975343184668
preak,3.6658351081695013,2.2936365918948938,1.3721985162746075
giber,3.665647437958826,2.3026481749282643,1.3629992630305616
letch,3.6655704946186365,2.4339410415617664,1.2316294530568699
soldi,3.665544065071841,2.477795910080877,1.187748154990964
thank,3.665471677128074,2.2738753171333346,1.3915963599947396
plasm,3.6652221681232717,2.3429514767997697,1.3222706913235018
poilu,3.6651971218733665,2.4182760673831614,1.2469210544902054
amide,3.665130447636629,2.3636593797283982,1.3014710679082309
looie,3.665113443897285,2.062900558939386,1.6022128849578992
aleft,3.6651047427682437,2.389014822727426,1.2760899200408178
kaies,3.6651028765394127,2.375786184655581,1.2893166918838321
trema,3.6650684354826835,2.474743654585121,1.1903247808975623
pease,3.664886487477711,1.9645940009987628,1.7002924864789484
drift,3.664866141051152,2.296200510436002,1.3686656306151501
rubel,3.6647544977103053,2.3828740959453105,1.281880401764995
viler,3.664603425120826,2.330136598023378,1.3344668270974482
pokey,3.6643407384677866,2.197005724496659,1.4673350139711276
abune,3.6642715966857873,2.3602152993072893,1.3040562973784982
guiro,3.664254584854045,2.406931491466638,1.2573230933874069
blive,3.664170339569344,2.1588723841140607,1.5052979554552834
pouch,3.664146284661583,2.2760272272694086,1.3881190573921744
terse,3.664106680441991,2.0730983009593444,1.5910083794826466
perai,3.663957940479063,2.5006308820471146,1.1633270584319484
boing,3.663948211513789,2.2662110313813604,1.397737180132429
goris,3.663834601542114,2.45348660766465,1.210347993877464
whort,3.6637585421505956,2.2932211879210582,1.3705373542295374
inlay,3.663756857049913,2.4958295079318216,1.1679273491180913
tunas,3.663742738195711,2.5101567411856798,1.153585997010031
start,3.6636731594766947,2.0861069591115635,1.5775662003651312
timed,3.663610617390855,2.35134930110231,1.3122613162885448
islet,3.663513826691089,2.570641180284549,1.0928726464065404
deink,3.663496015952904,2.253023903067722,1.410472112885182
fiord,3.663335151930015,2.297097501293998,1.366237650636017
waled,3.663301590738299,2.282854912853294,1.3804466778850049
sewin,3.663232315195342,2.3315784482224156,1.3316538669729265
glues,3.6631722081789446,2.383485353628288,1.2796868545506566
roman,3.6630866802449185,2.4517153225373844,1.211371357707534
marts,3.6630373969477974,2.4668296940533603,1.1962077028944373
chark,3.6629912113505205,2.253193436958096,1.4097977743924246
tubar,3.6628890091833695,2.3989465927644504,1.2639424164189192
pirls,3.6628302685634386,2.477343004222345,1.1854872643410936
actor,3.662804045733234,2.554152048182231,1.1086519975510032
moers,3.6625965913740584,2.4547180267591373,1.207878564614921
dicot,3.662462398826575,2.4307576946994205,1.2317047041271547
angel,3.6622934821556714,2.4349517261363074,1.227341756019364
tards,3.6622622795966606,2.5089162707848143,1.1533460088118463
peavy,3.6622296581118245,2.1561217913685002,1.5061078667433245
sarvo,3.662182923613159,2.34172816841238,1.3204547552007788
isnae,3.66212836985714,2.561391195145695,1.100737174711445
rifte,3.662085692656877,2.38994277149767,1.2721429211592068
musar,3.662075509134535,2.4116620377974574,1.2504134713370776
resod,3.6620591960433027,2.496804603490591,1.1652545925527116
purao,3.6619060265514016,2.4502934189450944,1.2116126076063072
dwile,3.6617982460424634,2.2673102114574495,1.394488034585014
robed,3.66173085369455,2.347561741138332,1.3141691125562185
matlo,3.6613686464248323,2.4598665748031583,1.2015020716216738
stilb,3.661359611467518,2.413484357400529,1.2478752540669888
pirns,3.661215347569166,2.455782940457403,1.2054324071117626
musit,3.661127078792756,2.3827085249024456,1.2784185538903106
fined,3.6606571435054756,2.2574692169788406,1.4031879265266347
olden,3.660503004084566,2.4643205909505306,1.1961824131340353
gonad,3.6602993456925454,2.3451702945995567,1.3151290510929887
inust,3.6602372488393966,2.494612039789835,1.1656252090495618
dwine,3.6601833250481906,2.2457501476925077,1.4144331773556829
radio,3.6601026837019828,2.5151911789309445,1.1449115047710383
pooey,3.6600998112555194,1.889984485157587,1.770115326097932
feria,3.660048018868671,2.4022528501237583,1.2577951687449123
raphe,3.6598656749995095,2.4140327973727094,1.2458328776268
lingy,3.659758790948454,2.348296636135619,1.3114621548128351
ureid,3.6597427151094775,2.446117873664827,1.2136248414446507
spang,3.6596859883501898,2.3226960371839662,1.3369899511662238
aerie,3.65964438031001,2.090786296873567,1.5688580834364427
solum,3.65943995559973,2.3837762998632765,1.2756636557364531
kriol,3.6591711179096587,2.3840291893037566,1.275141928605902
teloi,3.6591364516251685,2.5801507112004356,1.078985740424733
crowl,3.658990961409654,2.3212754625920295,1.3377154988176243
noels,3.6589383355354936,2.550148891480438,1.1087894440550556
terne,3.6588853469185367,2.057086938585372,1.6017984083331647
powie,3.658817146199909,2.258306314482663,1.4005108317172459
misal,3.6586803202944265,2.4471224211175153,1.2115578991769111
frank,3.6585979176575933,2.171333237065805,1.4872646805917884
vault,3.65836269693035,2.2778034111902836,1.3805592857400666
recon,3.658303185269215,2.516519487598149,1.141783697671066
guars,3.6583013065499643,2.4129666619465957,1.2453346446033686
roary,3.658270750909206,2.023807521896476,1.6344632290127301
crogs,3.6581672335565862,2.3980066363281374,1.2601605972284489
potch,3.65785216742536,2.3311948835253116,1.3266572839000481
doing,3.657837564079615,2.329625593203712,1.3282119708759026
gites,3.657605564675415,2.438482225781356,1.2191233388940592
rahed,3.6574253702128683,2.426997523872413,1.230427846340455
